country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Latvia,LV,2021-W31,national,LV,Latvia,522,NA,1875757,NA,NA,NA
Latvia,LV,2021-W32,national,LV,Latvia,701,NA,1875757,NA,NA,NA
Latvia,LV,2021-W33,national,LV,Latvia,923,NA,1875757,NA,NA,NA
Latvia,LV,2021-W34,national,LV,Latvia,1274,NA,1875757,NA,NA,NA
Latvia,LV,2021-W35,national,LV,Latvia,2199,NA,1875757,NA,NA,NA
Latvia,LV,2021-W36,national,LV,Latvia,2675,NA,1875757,NA,NA,NA
Latvia,LV,2021-W37,national,LV,Latvia,3367,NA,1875757,NA,NA,NA
Latvia,LV,2021-W38,national,LV,Latvia,4226,NA,1875757,NA,NA,NA
Latvia,LV,2021-W39,national,LV,Latvia,6855,NA,1875757,NA,NA,NA
Latvia,LV,2021-W40,national,LV,Latvia,9635,113229,1875757,6036.442887,8.509304154,TESSy COVID-19
Latvia,LV,2021-W41,national,LV,Latvia,14340,NA,1875757,NA,NA,NA
Latvia,LV,2021-W42,national,LV,Latvia,16957,NA,1875757,NA,NA,NA
Latvia,LV,2021-W43,national,LV,Latvia,16566,NA,1875757,NA,NA,NA
Latvia,LV,2021-W44,national,LV,Latvia,12685,NA,1875757,NA,NA,NA
Latvia,LV,2021-W45,national,LV,Latvia,8516,NA,1875757,NA,NA,NA
Latvia,LV,2021-W46,national,LV,Latvia,5776,NA,1875757,NA,NA,NA
Latvia,LV,2021-W47,national,LV,Latvia,6297,NA,1875757,NA,NA,NA
Latvia,LV,2021-W48,national,LV,Latvia,4916,NA,1875757,NA,NA,NA
Latvia,LV,2021-W49,national,LV,Latvia,4615,NA,1875757,NA,NA,NA
Latvia,LV,2021-W50,national,LV,Latvia,5195,NA,1875757,NA,NA,NA
Latvia,LV,2021-W51,national,LV,Latvia,4292,NA,1875757,NA,NA,NA
Latvia,LV,2021-W52,national,LV,Latvia,5590,NA,1875757,NA,NA,NA
Latvia,LV,2022-W01,national,LV,Latvia,10830,71537,1875757,3813.766922,15.13901897,TESSy COVID-19
Latvia,LV,2022-W02,national,LV,Latvia,15943,100720,1875757,5369.565461,15.82903098,TESSy COVID-19
Latvia,LV,2022-W03,national,LV,Latvia,31747,144749,1875757,7716.831125,21.93244858,TESSy COVID-19
Latvia,LV,2022-W04,national,LV,Latvia,53448,163131,1875757,8696.808808,32.76385236,TESSy COVID-19
Latvia,LV,2022-W05,national,LV,Latvia,61116,156864,1875757,8362.703698,38.96113831,TESSy COVID-19
Latvia,LV,2022-W06,national,LV,Latvia,68517,165294,1875757,8812.122253,41.45159534,TESSy COVID-19
Latvia,LV,2022-W07,national,LV,Latvia,67322,151387,1875757,8070.714917,44.47013284,TESSy COVID-19
Latvia,LV,2022-W08,national,LV,Latvia,63560,136864,1875757,7296.467506,46.44026187,TESSy COVID-19
Latvia,LV,2022-W09,national,LV,Latvia,52036,111466,1875757,5942.454167,46.68329356,TESSy COVID-19
Latvia,LV,2022-W10,national,LV,Latvia,40796,NA,1875757,NA,NA,NA
Latvia,LV,2022-W11,national,LV,Latvia,28702,NA,1875757,NA,NA,NA
Latvia,LV,2022-W12,national,LV,Latvia,19582,NA,1875757,NA,NA,NA
Latvia,LV,2022-W13,national,LV,Latvia,11914,NA,1875757,NA,NA,NA
Latvia,LV,2022-W14,national,LV,Latvia,6264,NA,1875757,NA,NA,NA
Latvia,LV,2022-W15,national,LV,Latvia,4377,NA,1875757,NA,NA,NA
Latvia,LV,2022-W16,national,LV,Latvia,4140,NA,1875757,NA,NA,NA
Latvia,LV,2022-W17,national,LV,Latvia,2907,NA,1875757,NA,NA,NA
Latvia,LV,2022-W18,national,LV,Latvia,1906,NA,1875757,NA,NA,NA
Latvia,LV,2022-W19,national,LV,Latvia,1433,NA,1875757,NA,NA,NA
Latvia,LV,2022-W20,national,LV,Latvia,1157,NA,1875757,NA,NA,NA
Latvia,LV,2022-W21,national,LV,Latvia,1218,NA,1875757,NA,NA,NA
Latvia,LV,2022-W22,national,LV,Latvia,1026,NA,1875757,NA,NA,NA
Latvia,LV,2022-W23,national,LV,Latvia,1227,NA,1875757,NA,NA,NA
Latvia,LV,2022-W24,national,LV,Latvia,1498,NA,1875757,NA,NA,NA
Latvia,LV,2022-W25,national,LV,Latvia,1523,NA,1875757,NA,NA,NA
Latvia,LV,2022-W26,national,LV,Latvia,3409,NA,1875757,NA,NA,NA
Latvia,LV,2022-W27,national,LV,Latvia,3867,NA,1875757,NA,NA,NA
Latvia,LV,2022-W28,national,LV,Latvia,5493,NA,1875757,NA,NA,NA
Latvia,LV,2022-W29,national,LV,Latvia,8574,NA,1875757,NA,NA,NA
Latvia,LV,2022-W30,national,LV,Latvia,9066,NA,1875757,NA,NA,NA
Latvia,LV,2022-W31,national,LV,Latvia,9733,NA,1875757,NA,NA,NA
Latvia,LV,2022-W32,national,LV,Latvia,9574,NA,1875757,NA,NA,NA
Latvia,LV,2022-W33,national,LV,Latvia,8177,NA,1875757,NA,NA,NA
Latvia,LV,2022-W34,national,LV,Latvia,5479,NA,1875757,NA,NA,NA
Latvia,LV,2022-W35,national,LV,Latvia,4909,NA,1875757,NA,NA,NA
Latvia,LV,2022-W36,national,LV,Latvia,5623,23330,1875757,1243.764517,24.10201457,TESSy COVID-19
Latvia,LV,2022-W37,national,LV,Latvia,8368,30512,1875757,1626.649934,27.4252753,TESSy COVID-19
Latvia,LV,2022-W38,national,LV,Latvia,8470,30312,1875757,1615.987572,27.94272895,TESSy COVID-19
Latvia,LV,2022-W39,national,LV,Latvia,7816,NA,1875757,NA,NA,NA
Latvia,LV,2022-W40,national,LV,Latvia,6719,28100,1875757,1498.061849,23.91103203,TESSy COVID-19
Latvia,LV,2022-W41,national,LV,Latvia,5189,26461,1875757,1410.683793,19.60999206,TESSy COVID-19
Latvia,LV,2022-W42,national,LV,Latvia,4373,22499,1875757,1199.462404,19.4364194,TESSy COVID-19
Latvia,LV,2022-W43,national,LV,Latvia,3521,22077,1875757,1176.96482,15.94872492,TESSy COVID-19
Latvia,LV,2022-W44,national,LV,Latvia,2874,19650,1875757,1047.577058,14.6259542,TESSy COVID-19
Latvia,LV,2022-W45,national,LV,Latvia,2541,19611,1875757,1045.497898,12.95701392,TESSy COVID-19
Latvia,LV,2022-W46,national,LV,Latvia,2312,16548,1875757,882.2038249,13.97147692,TESSy COVID-19
Latvia,LV,2022-W47,national,LV,Latvia,3124,19483,1875757,1038.673986,16.03449161,TESSy COVID-19
Latvia,LV,2022-W48,national,LV,Latvia,2757,15629,1875757,833.2102719,17.64028409,TESSy COVID-19
Latvia,LV,2022-W49,national,LV,Latvia,2842,13157,1875757,701.4234786,21.60066885,TESSy COVID-19
Latvia,LV,2022-W50,national,LV,Latvia,2310,11203,1875757,597.2522027,20.61947693,TESSy COVID-19
Latvia,LV,2022-W51,national,LV,Latvia,2191,10395,1875757,554.1762606,21.07744108,TESSy COVID-19
Latvia,LV,2022-W52,national,LV,Latvia,1327,7050,1875757,375.8482575,18.82269504,TESSy COVID-19
Latvia,LV,2023-W01,national,LV,Latvia,393,2932,1875757,156.3102257,13.40381992,TESSy COVID-19
Latvia,LV,2023-W02,national,LV,Latvia,264,2179,1875757,116.1664331,12.11564938,TESSy COVID-19
Latvia,LV,2023-W03,national,LV,Latvia,177,1892,1875757,100.8659437,9.355179704,TESSy COVID-19
Latvia,LV,2023-W04,national,LV,Latvia,154,1606,1875757,85.61876618,9.589041096,TESSy COVID-19
Latvia,LV,2023-W05,national,LV,Latvia,177,1970,1875757,105.0242649,8.984771574,TESSy COVID-19
Latvia,LV,2023-W06,national,LV,Latvia,194,1672,1875757,89.13734562,11.60287081,TESSy COVID-19
Latvia,LV,2023-W07,national,LV,Latvia,171,1605,1875757,85.56545437,10.65420561,TESSy COVID-19
Latvia,LV,2023-W08,national,LV,Latvia,158,1459,1875757,77.78193018,10.82933516,TESSy COVID-19
Latvia,LV,2023-W09,national,LV,Latvia,180,1418,1875757,75.59614598,12.69393512,TESSy COVID-19
Latvia,LV,2023-W10,national,LV,Latvia,153,1105,1875757,58.90954958,13.84615385,TESSy COVID-19
Latvia,LV,2023-W11,national,LV,Latvia,190,1163,1875757,62.00163454,16.33705933,TESSy COVID-19
Latvia,LV,2023-W12,national,LV,Latvia,219,982,1875757,52.35219701,22.30142566,TESSy COVID-19
Latvia,LV,2023-W13,national,LV,Latvia,199,882,1875757,47.02101605,22.56235828,TESSy COVID-19
Latvia,LV,2023-W14,national,LV,Latvia,229,1033,1875757,55.07109929,22.16844143,TESSy COVID-19
Latvia,LV,2023-W15,national,LV,Latvia,188,865,1875757,46.11471529,21.73410405,TESSy COVID-19
Latvia,LV,2023-W16,national,LV,Latvia,182,1124,1875757,59.92247397,16.19217082,TESSy COVID-19
Latvia,LV,2023-W17,national,LV,Latvia,137,855,1875757,45.58159719,16.02339181,TESSy COVID-19
Latvia,LV,2023-W18,national,LV,Latvia,114,849,1875757,45.26172633,13.42756184,TESSy COVID-19
Latvia,LV,2023-W19,national,LV,Latvia,67,872,1875757,46.48789795,7.683486239,TESSy COVID-19
Latvia,LV,2023-W20,national,LV,Latvia,64,427,1875757,22.76414269,14.9882904,TESSy COVID-19
Latvia,LV,2023-W21,national,LV,Latvia,58,427,1875757,22.76414269,13.58313817,TESSy COVID-19
Latvia,LV,2023-W22,national,LV,Latvia,59,401,1875757,21.37803564,14.71321696,TESSy COVID-19
Latvia,LV,2023-W23,national,LV,Latvia,59,432,1875757,23.03070174,13.65740741,TESSy COVID-19
Latvia,LV,2023-W24,national,LV,Latvia,59,497,1875757,26.49596936,11.87122736,TESSy COVID-19
Latvia,LV,2023-W25,national,LV,Latvia,17,234,1875757,12.47496344,7.264957265,TESSy COVID-19
Latvia,LV,2023-W26,national,LV,Latvia,15,355,1875757,18.9256924,4.225352113,TESSy COVID-19
Latvia,LV,2023-W27,national,LV,Latvia,13,261,1875757,13.9143823,4.980842912,TESSy COVID-19
Latvia,LV,2023-W28,national,LV,Latvia,42,489,1875757,26.06947488,8.588957055,TESSy COVID-19
Latvia,LV,2023-W29,national,LV,Latvia,12,220,1875757,11.72859811,5.454545455,TESSy COVID-19
Latvia,LV,2023-W30,national,LV,Latvia,22,243,1875757,12.95476973,9.053497942,TESSy COVID-19
Latvia,LV,2023-W31,national,LV,Latvia,14,245,1875757,13.06139335,5.714285714,TESSy COVID-19
Latvia,LV,2023-W32,national,LV,Latvia,24,194,1875757,10.34249106,12.37113402,TESSy COVID-19
Latvia,LV,2023-W33,national,LV,Latvia,28,177,1875757,9.436190295,15.81920904,TESSy COVID-19
Latvia,LV,2023-W34,national,LV,Latvia,32,216,1875757,11.51535087,14.81481481,TESSy COVID-19
Latvia,LV,2023-W35,national,LV,Latvia,55,329,1875757,17.53958535,16.71732523,TESSy COVID-19
Liechtenstein,LI,2020-W01,national,LI,Liechtenstein,NA,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W02,national,LI,Liechtenstein,NA,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W03,national,LI,Liechtenstein,NA,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W04,national,LI,Liechtenstein,NA,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W05,national,LI,Liechtenstein,NA,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W06,national,LI,Liechtenstein,NA,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W07,national,LI,Liechtenstein,NA,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W08,national,LI,Liechtenstein,NA,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W09,national,LI,Liechtenstein,NA,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W10,national,LI,Liechtenstein,2,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W11,national,LI,Liechtenstein,11,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W12,national,LI,Liechtenstein,35,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W13,national,LI,Liechtenstein,17,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W14,national,LI,Liechtenstein,13,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W15,national,LI,Liechtenstein,3,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W16,national,LI,Liechtenstein,1,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W17,national,LI,Liechtenstein,0,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W18,national,LI,Liechtenstein,0,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W19,national,LI,Liechtenstein,0,NA,39308,NA,NA,NA
Liechtenstein,LI,2020-W20,national,LI,Liechtenstein,0,52,39308,132.2885927,0,TESSy COVID-19
Liechtenstein,LI,2020-W21,national,LI,Liechtenstein,0,258,39308,656.3549405,0,TESSy COVID-19
Liechtenstein,LI,2020-W22,national,LI,Liechtenstein,0,351,39308,892.9480004,0,TESSy COVID-19
Liechtenstein,LI,2020-W23,national,LI,Liechtenstein,0,315,39308,801.3635901,0,TESSy COVID-19
Liechtenstein,LI,2020-W24,national,LI,Liechtenstein,0,257,39308,653.8109291,0,TESSy COVID-19
Liechtenstein,LI,2020-W25,national,LI,Liechtenstein,0,341,39308,867.5078864,0,TESSy COVID-19
Liechtenstein,LI,2020-W26,national,LI,Liechtenstein,0,152,39308,386.6897324,0,TESSy COVID-19
Liechtenstein,LI,2020-W27,national,LI,Liechtenstein,2,414,39308,1053.220718,0.4830917874,TESSy COVID-19
Liechtenstein,LI,2020-W28,national,LI,Liechtenstein,0,168,39308,427.3939147,0,TESSy COVID-19
Liechtenstein,LI,2020-W29,national,LI,Liechtenstein,2,334,39308,849.6998067,0.5988023952,TESSy COVID-19
Liechtenstein,LI,2020-W30,national,LI,Liechtenstein,0,148,39308,376.5136868,0,TESSy COVID-19
Liechtenstein,LI,2020-W31,national,LI,Liechtenstein,2,287,39308,730.131271,0.6968641115,TESSy COVID-19
Liechtenstein,LI,2020-W32,national,LI,Liechtenstein,0,183,39308,465.5540857,0,TESSy COVID-19
Liechtenstein,LI,2020-W33,national,LI,Liechtenstein,8,379,39308,964.1803195,2.110817942,TESSy COVID-19
Liechtenstein,LI,2020-W34,national,LI,Liechtenstein,4,307,39308,781.0114989,1.302931596,TESSy COVID-19
Liechtenstein,LI,2020-W35,national,LI,Liechtenstein,7,538,39308,1368.678132,1.301115242,TESSy COVID-19
Liechtenstein,LI,2020-W36,national,LI,Liechtenstein,0,670,39308,1704.487636,0,TESSy COVID-19
Liechtenstein,LI,2020-W37,national,LI,Liechtenstein,4,738,39308,1877.480411,0.5420054201,TESSy COVID-19
Liechtenstein,LI,2020-W38,national,LI,Liechtenstein,2,580,39308,1475.52661,0.3448275862,TESSy COVID-19
Liechtenstein,LI,2020-W39,national,LI,Liechtenstein,4,685,39308,1742.647807,0.5839416058,TESSy COVID-19
Liechtenstein,LI,2020-W40,national,LI,Liechtenstein,10,443,39308,1126.997049,2.257336343,TESSy COVID-19
Liechtenstein,LI,2020-W41,national,LI,Liechtenstein,21,527,39308,1340.694006,3.984819734,TESSy COVID-19
Liechtenstein,LI,2020-W42,national,LI,Liechtenstein,76,564,39308,1434.822428,13.4751773,TESSy COVID-19
Liechtenstein,LI,2020-W43,national,LI,Liechtenstein,177,1181,39308,3004.47746,14.9872989,TESSy COVID-19
Liechtenstein,LI,2020-W44,national,LI,Liechtenstein,196,937,39308,2383.738679,20.91782284,TESSy COVID-19
Liechtenstein,LI,2020-W45,national,LI,Liechtenstein,199,1068,39308,2717.004172,18.6329588,TESSy COVID-19
Liechtenstein,LI,2020-W46,national,LI,Liechtenstein,186,825,39308,2098.809403,22.54545455,TESSy COVID-19
Liechtenstein,LI,2020-W47,national,LI,Liechtenstein,166,879,39308,2236.186018,18.8850967,TESSy COVID-19
Liechtenstein,LI,2020-W48,national,LI,Liechtenstein,118,796,39308,2025.033072,14.8241206,TESSy COVID-19
Liechtenstein,LI,2020-W49,national,LI,Liechtenstein,127,789,39308,2007.224992,16.09632446,TESSy COVID-19
Liechtenstein,LI,2020-W50,national,LI,Liechtenstein,170,875,39308,2226.009973,19.42857143,TESSy COVID-19
Liechtenstein,LI,2020-W51,national,LI,Liechtenstein,216,1279,39308,3253.790577,16.8881939,TESSy COVID-19
Liechtenstein,LI,2020-W52,national,LI,Liechtenstein,256,1287,39308,3274.142668,19.89121989,TESSy COVID-19
Liechtenstein,LI,2020-W53,national,LI,Liechtenstein,186,909,39308,2312.50636,20.4620462,TESSy COVID-19
Liechtenstein,LI,2021-W01,national,LI,Liechtenstein,122,819,39308,2083.545334,14.8962149,TESSy COVID-19
Liechtenstein,LI,2021-W02,national,LI,Liechtenstein,50,730,39308,1857.12832,6.849315068,TESSy COVID-19
Liechtenstein,LI,2021-W03,national,LI,Liechtenstein,63,783,39308,1991.960924,8.045977011,TESSy COVID-19
Liechtenstein,LI,2021-W04,national,LI,Liechtenstein,43,867,39308,2205.657881,4.959630911,TESSy COVID-19
Liechtenstein,LI,2021-W05,national,LI,Liechtenstein,29,748,39308,1902.920525,3.877005348,TESSy COVID-19
Liechtenstein,LI,2021-W06,national,LI,Liechtenstein,14,883,39308,2246.362064,1.585503964,TESSy COVID-19
Liechtenstein,LI,2021-W07,national,LI,Liechtenstein,11,711,39308,1808.792103,1.547116737,TESSy COVID-19
Liechtenstein,LI,2021-W08,national,LI,Liechtenstein,26,809,39308,2058.10522,3.213844252,TESSy COVID-19
Liechtenstein,LI,2021-W09,national,LI,Liechtenstein,16,812,39308,2065.737255,1.97044335,TESSy COVID-19
Liechtenstein,LI,2021-W10,national,LI,Liechtenstein,20,888,39308,2259.082121,2.252252252,TESSy COVID-19
Liechtenstein,LI,2021-W11,national,LI,Liechtenstein,20,1071,39308,2724.636206,1.867413632,TESSy COVID-19
Liechtenstein,LI,2021-W12,national,LI,Liechtenstein,32,1117,39308,2841.660731,2.864816473,TESSy COVID-19
Liechtenstein,LI,2021-W13,national,LI,Liechtenstein,33,1702,39308,4329.907398,1.938895417,TESSy COVID-19
Liechtenstein,LI,2021-W14,national,LI,Liechtenstein,57,1506,39308,3831.281164,3.784860558,TESSy COVID-19
Liechtenstein,LI,2021-W15,national,LI,Liechtenstein,69,1412,39308,3592.144093,4.886685552,TESSy COVID-19
Liechtenstein,LI,2021-W16,national,LI,Liechtenstein,62,1420,39308,3612.496184,4.366197183,TESSy COVID-19
Liechtenstein,LI,2021-W17,national,LI,Liechtenstein,61,1494,39308,3800.753027,4.082998661,TESSy COVID-19
Liechtenstein,LI,2021-W18,national,LI,Liechtenstein,28,1298,39308,3302.126794,2.157164869,TESSy COVID-19
Liechtenstein,LI,2021-W19,national,LI,Liechtenstein,16,1288,39308,3276.68668,1.242236025,TESSy COVID-19
Liechtenstein,LI,2021-W20,national,LI,Liechtenstein,10,1504,39308,3826.193141,0.664893617,TESSy COVID-19
Liechtenstein,LI,2021-W21,national,LI,Liechtenstein,13,1190,39308,3027.373563,1.092436975,TESSy COVID-19
Liechtenstein,LI,2021-W22,national,LI,Liechtenstein,9,1499,39308,3813.473084,0.6004002668,TESSy COVID-19
Liechtenstein,LI,2021-W23,national,LI,Liechtenstein,3,982,39308,2498.219192,0.3054989817,TESSy COVID-19
Liechtenstein,LI,2021-W24,national,LI,Liechtenstein,3,860,39308,2187.849802,0.3488372093,TESSy COVID-19
Liechtenstein,LI,2021-W25,national,LI,Liechtenstein,6,1027,39308,2612.699705,0.5842259007,TESSy COVID-19
Liechtenstein,LI,2021-W26,national,LI,Liechtenstein,11,1241,39308,3157.118144,0.88638195,TESSy COVID-19
Liechtenstein,LI,2021-W27,national,LI,Liechtenstein,11,1363,39308,3467.487534,0.8070432869,TESSy COVID-19
Liechtenstein,LI,2021-W28,national,LI,Liechtenstein,12,1356,39308,3449.679455,0.8849557522,TESSy COVID-19
Liechtenstein,LI,2021-W29,national,LI,Liechtenstein,7,1401,39308,3564.159967,0.4996431121,TESSy COVID-19
Liechtenstein,LI,2021-W30,national,LI,Liechtenstein,9,1003,39308,2551.643431,0.8973080758,TESSy COVID-19
Liechtenstein,LI,2021-W31,national,LI,Liechtenstein,14,814,39308,2070.825277,1.71990172,TESSy COVID-19
Liechtenstein,LI,2021-W32,national,LI,Liechtenstein,60,891,39308,2266.714155,6.734006734,TESSy COVID-19
Liechtenstein,LI,2021-W33,national,LI,Liechtenstein,67,910,39308,2315.050371,7.362637363,TESSy COVID-19
Liechtenstein,LI,2021-W34,national,LI,Liechtenstein,37,1089,39308,2770.428412,3.397612489,TESSy COVID-19
Liechtenstein,LI,2021-W35,national,LI,Liechtenstein,66,1290,39308,3281.774702,5.11627907,TESSy COVID-19
Liechtenstein,LI,2021-W36,national,LI,Liechtenstein,56,1358,39308,3454.767477,4.12371134,TESSy COVID-19
Liechtenstein,LI,2021-W37,national,LI,Liechtenstein,32,1487,39308,3782.944948,2.15198386,TESSy COVID-19
Liechtenstein,LI,2021-W38,national,LI,Liechtenstein,27,1459,39308,3711.712628,1.850582591,TESSy COVID-19
Liechtenstein,LI,2021-W39,national,LI,Liechtenstein,5,1248,39308,3174.926224,0.4006410256,TESSy COVID-19
Liechtenstein,LI,2021-W40,national,LI,Liechtenstein,12,1087,39308,2765.340389,1.103955842,TESSy COVID-19
Liechtenstein,LI,2021-W41,national,LI,Liechtenstein,35,948,39308,2411.722805,3.691983122,TESSy COVID-19
Liechtenstein,LI,2021-W42,national,LI,Liechtenstein,41,1194,39308,3037.549608,3.433835846,TESSy COVID-19
Liechtenstein,LI,2021-W43,national,LI,Liechtenstein,40,1068,39308,2717.004172,3.745318352,TESSy COVID-19
Liechtenstein,LI,2021-W44,national,LI,Liechtenstein,95,712,39308,1811.336115,13.34269663,TESSy COVID-19
Liechtenstein,LI,2021-W45,national,LI,Liechtenstein,148,1080,39308,2747.532309,13.7037037,TESSy COVID-19
Liechtenstein,LI,2021-W46,national,LI,Liechtenstein,392,1963,39308,4993.894373,19.96943454,TESSy COVID-19
Liechtenstein,LI,2021-W47,national,LI,Liechtenstein,352,2076,39308,5281.367661,16.95568401,TESSy COVID-19
Liechtenstein,LI,2021-W48,national,LI,Liechtenstein,380,1759,39308,4474.916048,21.60318363,TESSy COVID-19
Liechtenstein,LI,2021-W49,national,LI,Liechtenstein,460,2443,39308,6215.019843,18.82930823,TESSy COVID-19
Liechtenstein,LI,2021-W50,national,LI,Liechtenstein,270,1345,39308,3421.695329,20.07434944,TESSy COVID-19
Liechtenstein,LI,2021-W51,national,LI,Liechtenstein,267,1306,39308,3322.478885,20.44410413,TESSy COVID-19
Liechtenstein,LI,2021-W52,national,LI,Liechtenstein,295,1168,39308,2971.405312,25.25684932,TESSy COVID-19
Liechtenstein,LI,2022-W01,national,LI,Liechtenstein,480,1342,39308,3414.063295,35.76751118,TESSy COVID-19
Liechtenstein,LI,2022-W02,national,LI,Liechtenstein,549,1580,39308,4019.538008,34.74683544,TESSy COVID-19
Liechtenstein,LI,2022-W03,national,LI,Liechtenstein,748,1961,39308,4988.80635,38.14380418,TESSy COVID-19
Liechtenstein,LI,2022-W04,national,LI,Liechtenstein,915,2223,39308,5655.337336,41.16059379,TESSy COVID-19
Liechtenstein,LI,2022-W05,national,LI,Liechtenstein,835,1868,39308,4752.21329,44.70021413,TESSy COVID-19
Liechtenstein,LI,2022-W06,national,LI,Liechtenstein,813,1695,39308,4312.099318,47.96460177,TESSy COVID-19
Liechtenstein,LI,2022-W07,national,LI,Liechtenstein,615,1378,39308,3505.647705,44.6298984,TESSy COVID-19
Liechtenstein,LI,2022-W08,national,LI,Liechtenstein,696,1485,39308,3777.856925,46.86868687,TESSy COVID-19
Liechtenstein,LI,2022-W09,national,LI,Liechtenstein,1194,1988,39308,5057.494658,60.06036217,TESSy COVID-19
Liechtenstein,LI,2022-W10,national,LI,Liechtenstein,1036,2039,39308,5187.239239,50.80922021,TESSy COVID-19
Liechtenstein,LI,2022-W11,national,LI,Liechtenstein,1221,2162,39308,5500.152641,56.47548566,TESSy COVID-19
Liechtenstein,LI,2022-W12,national,LI,Liechtenstein,654,1417,39308,3604.86415,46.15384615,TESSy COVID-19
Liechtenstein,LI,2022-W13,national,LI,Liechtenstein,444,993,39308,2526.203317,44.71299094,TESSy COVID-19
Liechtenstein,LI,2022-W14,national,LI,Liechtenstein,225,726,39308,1846.952274,30.99173554,TESSy COVID-19
Liechtenstein,LI,2022-W15,national,LI,Liechtenstein,219,1071,39308,2724.636206,20.44817927,TESSy COVID-19
Liechtenstein,LI,2022-W16,national,LI,Liechtenstein,101,319,39308,811.5396357,31.66144201,TESSy COVID-19
Liechtenstein,LI,2022-W17,national,LI,Liechtenstein,94,249,39308,633.4588379,37.75100402,TESSy COVID-19
Liechtenstein,LI,2022-W18,national,LI,Liechtenstein,82,222,39308,564.7705302,36.93693694,TESSy COVID-19
Liechtenstein,LI,2022-W19,national,LI,Liechtenstein,66,202,39308,513.8903022,32.67326733,TESSy COVID-19
Liechtenstein,LI,2022-W20,national,LI,Liechtenstein,60,176,39308,447.7460059,34.09090909,TESSy COVID-19
Liechtenstein,LI,2022-W21,national,LI,Liechtenstein,56,153,39308,389.2337438,36.60130719,TESSy COVID-19
Liechtenstein,LI,2022-W22,national,LI,Liechtenstein,96,238,39308,605.4747125,40.33613445,TESSy COVID-19
Liechtenstein,LI,2022-W23,national,LI,Liechtenstein,69,225,39308,572.4025644,30.66666667,TESSy COVID-19
Liechtenstein,LI,2022-W24,national,LI,Liechtenstein,78,188,39308,478.2741427,41.4893617,TESSy COVID-19
Liechtenstein,LI,2022-W25,national,LI,Liechtenstein,134,NA,39308,NA,NA,NA
Liechtenstein,LI,2022-W26,national,LI,Liechtenstein,153,280,39308,712.3231912,54.64285714,TESSy COVID-19
Liechtenstein,LI,2022-W27,national,LI,Liechtenstein,209,453,39308,1152.437163,46.13686534,TESSy COVID-19
Liechtenstein,LI,2022-W28,national,LI,Liechtenstein,201,363,39308,923.4761372,55.37190083,TESSy COVID-19
Liechtenstein,LI,2022-W29,national,LI,Liechtenstein,162,249,39308,633.4588379,65.06024096,TESSy COVID-19
Liechtenstein,LI,2022-W30,national,LI,Liechtenstein,142,291,39308,740.3073166,48.79725086,TESSy COVID-19
Liechtenstein,LI,2022-W31,national,LI,Liechtenstein,114,238,39308,605.4747125,47.89915966,TESSy COVID-19
Liechtenstein,LI,2022-W32,national,LI,Liechtenstein,109,208,39308,529.1543706,52.40384615,TESSy COVID-19
Liechtenstein,LI,2022-W33,national,LI,Liechtenstein,69,172,39308,437.5699603,40.11627907,TESSy COVID-19
Liechtenstein,LI,2022-W34,national,LI,Liechtenstein,105,190,39308,483.3621655,55.26315789,TESSy COVID-19
Liechtenstein,LI,2022-W35,national,LI,Liechtenstein,120,284,39308,722.4992368,42.25352113,TESSy COVID-19
Liechtenstein,LI,2022-W36,national,LI,Liechtenstein,102,203,39308,516.4343136,50.24630542,TESSy COVID-19
Liechtenstein,LI,2022-W37,national,LI,Liechtenstein,106,226,39308,574.9465758,46.90265487,TESSy COVID-19
Liechtenstein,LI,2022-W38,national,LI,Liechtenstein,144,294,39308,747.9393508,48.97959184,TESSy COVID-19
Liechtenstein,LI,2022-W39,national,LI,Liechtenstein,273,566,39308,1439.910451,48.23321555,TESSy COVID-19
Liechtenstein,LI,2022-W40,national,LI,Liechtenstein,284,473,39308,1203.317391,60.0422833,TESSy COVID-19
Liechtenstein,LI,2022-W41,national,LI,Liechtenstein,245,421,39308,1071.028798,58.19477435,TESSy COVID-19
Liechtenstein,LI,2022-W42,national,LI,Liechtenstein,152,318,39308,808.9956243,47.79874214,TESSy COVID-19
Liechtenstein,LI,2022-W43,national,LI,Liechtenstein,85,215,39308,546.9624504,39.53488372,TESSy COVID-19
